epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,718.793,0.61696,0.55795,1.21079,0.85631,0.97849,0.92451,0.74029,0.74361,0.55546,1.07037,0.000225139,0.000225139,0.000225139
187,722.608,0.64141,0.58155,1.28721,0.87463,0.95699,0.93002,0.74192,0.75057,0.54797,1.08098,0.000210139,0.000210139,0.000210139
188,726.285,0.64888,0.58254,1.20444,0.84101,0.97849,0.9267,0.74279,0.75768,0.55309,1.09339,0.00019514,0.00019514,0.00019514
189,730.091,0.64265,0.59771,1.26556,0.84721,0.95699,0.92068,0.73331,0.77747,0.55701,1.10756,0.000180141,0.000180141,0.000180141
190,733.851,0.62712,0.57233,1.22053,0.86273,0.95699,0.92074,0.72973,0.78919,0.55628,1.11437,0.000165142,0.000165142,0.000165142
191,737.663,0.63558,0.59058,1.24602,0.83258,0.97849,0.91673,0.72191,0.80112,0.5618,1.11687,0.000150143,0.000150143,0.000150143
192,741.459,0.55995,0.5596,1.17532,0.84023,0.97849,0.91525,0.72237,0.79309,0.56644,1.11236,0.000135143,0.000135143,0.000135143
193,745.24,0.61567,0.52029,1.21285,0.84035,0.96217,0.90186,0.71236,0.79492,0.57703,1.11363,0.000120144,0.000120144,0.000120144
194,748.918,0.63445,0.54754,1.16094,0.82978,0.97849,0.9086,0.7121,0.80687,0.57453,1.12153,0.000105145,0.000105145,0.000105145
195,752.765,0.60176,0.54033,1.22654,0.83314,0.97849,0.90962,0.71612,0.81377,0.57525,1.12592,9.01455e-05,9.01455e-05,9.01455e-05
196,756.622,0.63863,0.54518,1.20351,0.84258,0.97849,0.9089,0.70714,0.81887,0.57926,1.12646,7.51463e-05,7.51463e-05,7.51463e-05
197,760.474,0.57602,0.53601,1.14554,0.83416,0.97849,0.91268,0.71941,0.80243,0.56882,1.11401,6.0147e-05,6.0147e-05,6.0147e-05
198,764.275,0.66317,0.56673,1.24493,0.83394,0.97849,0.9119,0.71813,0.80445,0.56801,1.1137,4.51478e-05,4.51478e-05,4.51478e-05
199,768.102,0.63045,0.54877,1.19872,0.83456,0.97849,0.90339,0.71389,0.79647,0.57317,1.10967,3.01485e-05,3.01485e-05,3.01485e-05
200,771.866,0.60174,0.53302,1.16373,0.8317,0.97849,0.90504,0.71619,0.79912,0.56718,1.11218,1.51493e-05,1.51493e-05,1.51493e-05
