Sample_ID,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5
0062_petal_cutout,0.13523491660011105,0.0,0.11042391133883661,0.0012056910652794035,0.6039279419146583,0.1492075390811147
0063_petal_cutout,0.00021632349657999485,0.7077199333684016,0.012723613273009873,0.27932046408959216,0.0,1.966577241636317e-05
0064_petal_cutout,0.09812870504132726,0.3071723587968528,0.37795821816512964,0.06124289981846641,0.061336482249126766,0.09416133592909716
0065_petal_cutout,0.022565036351743884,0.0,0.21137544744595305,0.019143203439702477,0.7417633187624761,0.0051529940001244084
0066_petal_cutout,0.038476568202428965,0.0,0.34231827098959217,0.007922943847348282,0.33652934439466037,0.27475287256597025
0067_petal_cutout,0.0005440852209272357,0.7497295347998557,0.042747043083686716,0.2069671058985924,0.0,1.2230996937882553e-05
0068_petal_cutout,0.1927072368403449,0.10633982769351301,0.18022537161914476,0.05999538703671694,0.2932743316420918,0.16745784516818854
0069_petal_cutout,0.1100153775439728,0.00021225342384987282,0.3646358602400244,0.010906986314226515,0.18545414291249238,0.32877537956543396
0070_petal_cutout,0.011865941274223775,0.0,0.5602882235795053,2.6265708252105876e-06,0.3303708029662498,0.09747240560919597
0071_petal_cutout,0.0221330226159562,0.24770805439044902,0.011023399916959505,0.7191355230766353,0.0,0.0
0072_petal_cutout,0.1638214310534084,0.19646602932902096,0.02147591508509783,0.6102423370329003,0.0,0.007994287499572499
0073_petal_cutout,0.0036866936622585718,0.2855417222857453,0.02296784197339904,0.6878037420785971,0.0,0.0
0074_petal_cutout,0.013457316648259342,0.3713493462851379,0.015278037496797727,0.599915299569805,0.0,0.0
0075_petal_cutout,0.11609107856760285,0.006320784275805081,0.21618366284629628,0.0003112828495237043,0.5566293043526855,0.10446388710808657
0076_petal_cutout,0.0034223710715246877,0.5118281732946591,0.13215974055276614,0.3525883558646112,0.0,1.3592164389072987e-06
0077_petal_cutout,0.003023307578806786,0.6091603351224583,0.044468867389812775,0.34334748990892217,0.0,0.0
0078_petal_cutout,0.03212045322402657,0.0,0.6861547878182199,0.01086453511444645,0.2562513431521325,0.014608880691174551
0079_petal_cutout,0.05105064100224948,0.0024953696564671587,0.21397006785851663,0.018682770753624133,0.5281551437456651,0.18564600698347752
0080_petal_cutout,0.04957594237107974,0.11851156895084725,0.3998497895306796,0.09626944065314107,0.07911700197868608,0.25667625651556625
0081_petal_cutout,0.011306278650505593,0.0,0.11287686329980062,0.00022410580050027877,0.539741790199656,0.33585096204953757
